city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_precip_mm,total_cases
iq,2003,50,0.3586286,0.24435,0.3519,0.3588,298.6857143,297.3385714,93.23142857,108.62,19.10714286,8.271428571,28.4,11.7,47.4,6
iq,2003,51,0.1926667,0.2244,0.1361143,0.1363143,298.1685714,296.8514286,93.91714286,64.95,18.53285714,8.342857143,28.3,10.45,66.8,5
iq,2003,52,0.2850778,0.2306556,0.2676444,0.2647778,296.2971429,295.6828571,96.93714286,49.42,17.17285714,4.185714286,27.3,9.6,185.7,1
iq,2003,6,0.19145,0.08642857,0.1368,0.1567143,297.2185714,296.2185714,94.55285714,56.36,17.85285714,7.457142857,26.6,7,41.9,2
iq,2003,7,0.3137143,0.2284143,0.2521143,0.2864714,296.5857143,295.52,94.35428571,70.63,17.01571429,6.028571429,26.75,8.35,55.9,2
iq,2003,8,0.1262571,0.1355143,0.1036571,0.1337143,298.5671429,296.3928571,89.97428571,25.03,18.02,10.88571429,28.1549269,8.507251934,121.9,3
iq,2003,9,0.2976,0.2366333,0.22915,0.2072833,299.35,296.41,86.01285714,132.2,18.04428571,9.114285714,29.4,11.2,0,5
iq,2004,1,0.2025714,0.1989667,0.2445571,0.1879571,297.8036701,296.0874781,91.30008287,69.65786318,17.49094657,7.236248704,26.9638807,9.768649808,98.67032549,4
iq,2004,10,0.2094714,0.2086571,0.1715,0.1935714,297.9814286,296.4557143,92.56142857,52.08,18.09428571,9.085714286,28.4,11.3,79,4
iq,2004,11,0.3076833,0.2140167,0.33865,0.3110429,296.7771429,296.0685714,96.28857143,80.33,17.61,5.242857143,28,11,24.1,1
iq,2004,12,0.3859857,0.4247833,0.3514143,0.3465286,297.8871429,296.6214286,93.62857143,137.83,18.24857143,9.785714286,28.3,9.5,187.2,2
iq,2004,13,0.3062833,0.19872,0.02988,0.29015,297.3128571,296.6071429,96.23857143,120.1,18.23714286,5.714285714,28.65,9.3,142.6,3
iq,2004,14,0.136,0.138,0.1862333,0.1294333,297.2028571,296.8157143,97.94142857,101.22,18.47,5.214285714,28.06666667,9.1,2,1
iq,2004,15,0.3592143,0.3348429,0.2791571,0.3612714,297.8128571,297.1757143,96.49857143,47.26,18.82571429,6.271428571,27.65,9.5,4,8
iq,2004,16,0.2441857,0.1958286,0.1747,0.1882286,298.2171429,296.6371429,92.32,61.8,18.30857143,8.985714286,28.03333333,10.36666667,36.9,4
iq,2004,17,0.3742857,0.3308,0.2340333,0.2549429,297.78,296.7714286,94.78857143,113.62,18.40857143,6,28,10.65,39.6,6
iq,2004,18,0.27884,0.1637667,0.1911833,0.3266286,297.1271429,296.7085714,97.80857143,65.82,18.34,5.028571429,27.53333333,8.666666667,148.5,7
iq,2004,19,0.1575667,0.1215429,0.1904143,0.1225333,297.7985714,296.8357143,95.11571429,83.93,18.51142857,8.714285714,27.23333333,9.933333333,97,5
iq,2004,2,0.24942,0.30885,0.2086286,0.2590143,297.4371429,296.6371429,95.79428571,78.53,18.25571429,6.2,27.43333333,8.666666667,137.2,5
iq,2004,20,0.1716667,0.1522333,0.1598333,0.1769,296.4142857,295.27,93.89714286,34.81,16.77857143,5.771428571,27.3,8.4,91.8,8
iq,2004,21,0.2254667,0.18515,0.1942,0.2483167,297.6028571,295.82,91.62714286,173.45,17.40142857,9.1,26.65,7.4,296.9,6
iq,2004,22,0.1903143,0.07784286,0.1931714,0.1023286,297.3057143,295.9585714,93.57571429,35.43,17.5,9.628571429,26.87917393,10.18172394,28.2,5
iq,2004,23,0.1073,0.1170667,0.1967857,0.1106143,296.7671429,295.6971429,94.69285714,88.62,17.21285714,8.185714286,27.5,9.5,203,6
iq,2004,24,0.2378429,0.2350833,0.1669571,0.2119714,295.5742857,294.99,96.87571429,85.28,16.42,5.042857143,26.8,8.566666667,87.9,6
iq,2004,25,0.3329571,0.191,0.2340429,0.3255143,296.2042857,294.7057143,92.37142857,94.52,16.13857143,7.785714286,25.9,8.4,43.2,13
iq,2004,26,0.2392333,0.1535429,0.1328286,0.1970429,295.6342857,293.86,90.44714286,32.95,15.31285714,8.4,25.075,9.075,98.5,2
iq,2004,27,0.2572143,0.3249286,0.1978,0.1967571,296.1514286,295.0414286,94.66857143,46.39,16.51428571,8.457142857,25.9,8.15,170.1,10
iq,2004,28,0.3175571,0.3013857,0.2793714,0.3355429,296.6171429,294.8142857,90.90571429,83.94,16.25285714,9.485714286,26.55,8.85,43.2,3
iq,2004,29,0.2328286,0.2737667,0.2338,0.1532429,297.5014286,294.3585714,85.15857143,48.09,15.86,11.21428571,26.8,11.7,31,12
iq,2004,3,0.32786,0.29844,0.30672,0.34024,297.7528571,297.02,96.12857143,63.47,18.71285714,6.828571429,28.7,9.9,68.1,8
iq,2004,30,0.2679429,0.2995,0.2177,0.2849857,296.8128571,294.9971429,90.92857143,53.78,16.48,10.2,26.3,8.8,103.1,7
iq,2004,31,0.2089,0.1555,0.2203,0.2542571,296.0171429,294.4714286,92.52714286,85.96,15.97571429,8.842857143,25.50553113,10.85163656,6,6
iq,2004,32,0.2489,0.2659571,0.2185286,0.2375571,297.5171429,293.1442857,79.71857143,29.82,14.69428571,12.15714286,26.83171763,12.57020581,55.1,5
iq,2004,33,0.1910714,0.227,0.1685286,0.2957,296.53,292.2228571,79.23571429,18.44,13.82428571,12.18571429,25.59522265,9.348686029,0.5,6
iq,2004,34,0.3931286,0.3286429,0.2767714,0.3885143,297.82,293.4214286,78.48142857,23.78,14.96142857,14.28571429,26.76399158,10.91615948,0.5,6
iq,2004,35,0.3113,0.2609286,0.2330143,0.2997857,298.1428571,294.5671429,83.17285714,42.86,16.07714286,12.52857143,27.19671375,11.40541911,0,6
iq,2004,36,0.3343571,0.3720286,0.3420143,0.2845857,297.7714286,294.9885714,86.54,147.32,16.48428571,11.12857143,27.1,9.8,195.1,8
iq,2004,37,0.1302667,0.15128,0.1108143,0.1174857,298.4571429,296.1157143,88.74285714,46.58,17.67,10.28571429,27.4,8.7,23.2,6
iq,2004,38,0.2680714,0.2102286,0.2273429,0.32515,297.7214286,295.88,91.2,36.64,17.44,8.928571429,27.16666667,9.5,87.3,9
iq,2004,39,0.3915333,0.3207286,0.1595857,0.3325286,298.6285714,294.3828571,79.55714286,48.68,15.90142857,13.2,28,13.5,20.1,12
iq,2004,4,0.3205857,0.3365286,0.2566,0.3441143,299.62,295.89,82.46714286,29.23,17.49142857,11.22857143,28.73333333,11.4,20.1,5
iq,2004,40,0.2754571,0.2193,0.2612571,0.3283857,299.17,296.1157143,84.80714286,85.69,17.71142857,11.65714286,28.65,13.1,40.1,19
iq,2004,41,0.2614714,0.1862429,0.3057286,0.2577429,297.5685714,295.3142857,88.82571429,52.27,16.82428571,8.828571429,26.975,10.875,27.9,8
iq,2004,42,0.3523286,0.2841714,0.3764143,0.3553429,298.0571429,296.8671429,94.16,65.25,18.54714286,8.357142857,28.55,11.3,120.6,16
iq,2004,43,0.2538429,0.1996667,0.3036857,0.2235571,299.4285714,296.2957143,85.06571429,35.61,17.90142857,13.15714286,27.7,9.55,13,21
iq,2004,44,0.2953286,0.2312286,0.2604,0.3197714,298.4414286,295.9071429,87.87,74.01,17.53714286,12.31428571,27.4,10,89.9,6
iq,2004,45,0.4148857,0.3245571,0.2727429,0.3656714,299.5042857,296.1785714,84.82714286,91.63,17.80571429,10.65714286,28.35,12.35,101.4,22
iq,2004,46,0.3466857,0.3154143,0.2708571,0.3742,297.1685714,296.4842857,96.35428571,74.68,18.12142857,5.928571429,27.2,8.9,184.2,37
iq,2004,47,0.2278714,0.1945,0.1909143,0.2095571,299.4185714,296.0971429,84.61142857,74.08,17.73857143,11.64285714,28.25,11,107.4,33
iq,2004,48,0.2153167,0.1672857,0.2026286,0.2191286,297.9585714,297.02,95.25142857,71.98,18.71428571,7.914285714,28,10.36,77,18
iq,2004,49,0.2019429,0.1593667,0.1590429,0.2410857,299.1771429,296.44,87.13,53.01,18.11,10.95714286,27.9,11,64,83
iq,2004,5,0.2330143,0.2351857,0.1964857,0.2055429,300.9,292.8328571,65.28428571,4.65,14.54857143,13.64285714,28.925,12.125,0,2
iq,2004,50,0.3234286,0.3095143,0.2758286,0.3359,297.7871429,296.5742857,93.93857143,70.04,18.20714286,6.5,27.04348722,9.84221778,9.9,116
iq,2004,51,0.2611429,0.2033143,0.2437429,0.2363571,298.7014286,296.3857143,88.78,49.56,18.04,10.21428571,28.375,9.65,128.3,32
iq,2004,52,0.3648625,0.3266,0.4031125,0.3162,298.4042857,297.1228571,93.25285714,109.83,18.85571429,8.228571429,27.8,8.5,100.8,7
iq,2004,6,0.1235429,0.0993,0.1128571,0.1172,299.9028571,293.9885714,72.92714286,13.2,15.56714286,14.08571429,29.2,13.525,24.1,3
iq,2004,7,0.2787429,0.2987571,0.3127143,0.3048286,298.27,295.64,86.76571429,24.83,17.17428571,8.5,27.925,9.5,13.4,3
iq,2004,8,0.2366286,0.1670429,0.1970286,0.2225143,298.0814286,295.6428571,87.71857143,39.06,17.20857143,9.728571429,26.6,8.1,8.6,1
iq,2004,9,0.3190571,0.3352333,0.2176286,0.3000286,297.8828571,296.3485714,93.01285714,125.04,17.95,7.814285714,27.46666667,10.13333333,18.9,6
iq,2005,1,0.3148429,0.1866286,0.3033,0.2704,298.1628571,296.7128571,93.00571429,70.6,18.37,9.757142857,28.5,9.1,74.9,10
iq,2005,10,0.1558429,0.1370833,0.2418714,0.1464286,297.9571429,297.5285714,97.68714286,155.54,19.27428571,4.828571429,26.8,6.7,8.6,14
iq,2005,11,0.2515167,0.1817667,0.1545286,0.2099571,297.3142857,295.85,92.26714286,162.51,17.39857143,7.814285714,28.7,9.85,146.1,7
iq,2005,12,0.2150714,0.2127,0.1209286,0.2354286,298.37,296.2514286,89.82,99.37,17.82,9.342857143,27.72,8.96,108.8,9
iq,2005,13,0.3816857,0.3683143,0.3837714,0.3666571,297.37,296.0885714,93.80142857,55.12,17.62428571,7.628571429,28.25,10.85,73.9,13
iq,2005,14,0.3091143,0.2173571,0.3001,0.2446571,297.7085714,296.2357143,92.41714286,87.41,17.89285714,8.457142857,28.1,10.85,71.1,16
iq,2005,15,0.1869333,0.1447571,0.1957429,0.1824286,297.7014286,297.2028571,97.32285714,40.03,18.88571429,6.414285714,27.65,9.35,3.6,7
iq,2005,16,0.2082833,0.1649167,0.2776667,0.1962667,297.4371429,296.9614286,97.38142857,37.6,18.59714286,5.357142857,28.85,10.05,105.6,9
iq,2005,17,0.2141,0.2315333,0.1616857,0.2017714,297.9271429,297.4028571,97.16285714,78.8,19.15285714,6.642857143,28.6,9.1,14.5,2
iq,2005,18,0.1465333,0.1345833,0.1343143,0.1880571,297.33,296.5757143,95.93714286,33.29,18.18142857,6.1,25.8,7.5,13,13
iq,2005,19,0.2484333,0.2341,0.2020667,0.1930667,298.6842857,296.3414286,88.29428571,49.07,17.94,9.271428571,27.9,11.6,28,8
iq,2005,2,0.3044143,0.3612571,0.3126,0.3156286,297.6628571,296.7271429,95.53,93.73,18.40857143,7.228571429,28.4,10.4,232.1,5
iq,2005,20,0.2700857,0.1737571,0.2104571,0.2297429,297.5328571,296.3528571,93.91857143,56.22,17.95714286,7.542857143,28.15388857,9.935207367,95.9,3
iq,2005,21,0.3118143,0.3585429,0.2806571,0.2474571,299.0057143,295.8042857,84.65857143,43.14,17.40714286,10.94285714,27.4,8.7,37.9,5
iq,2005,22,0.3782857,0.3693714,0.3631857,0.3612429,298.4342857,295.6785714,86.70142857,61.75,17.2,10.01428571,27.29458927,10.87773134,78.9,4
iq,2005,23,0.1395143,0.1401,0.14235,0.1185429,297.3042857,296.2271429,94.59285714,40.44,17.78857143,7.171428571,27.1,9.166666667,19.5,8
iq,2005,24,0.2890857,0.2256429,0.2247143,0.2651286,297.3771429,295.32,89.19428571,104.83,16.82428571,8.528571429,27.66666667,9.833333333,73.7,2
iq,2005,25,0.2915571,0.2460714,0.3518571,0.2604571,297.8571429,294.6442857,84.46714286,50.88,16.16857143,10.48571429,27.35,9.55,89.2,3
iq,2005,26,0.2747143,0.1780143,0.2843143,0.2271714,296.82,294.4085714,88.38714286,23.6,15.87714286,10.72857143,26.83333333,8.766666667,92,5
iq,2005,27,0.2008,0.2010667,0.1622667,0.2214,297.8657143,294.5285714,84.69285714,43.24,16.03857143,11.1,27.8,10.7,40.9,7
iq,2005,28,0.3869286,0.3350571,0.3298429,0.4413429,296.9885714,292.23,77.37285714,109.71,13.92857143,11.81428571,27.8,11.13333333,167.1,3
iq,2005,29,0.1680286,0.1343286,0.1865571,0.1472571,297.7942857,292.4557143,75.69714286,27.33,14.19142857,13.51428571,26.55,12.7,0,5
iq,2005,3,0.3459333,0.3118,0.291,0.3379714,300.0685714,296.58,83.3,60.52,18.25857143,11.35714286,28.86666667,11.16666667,194,8
iq,2005,30,0.3474857,0.2537,0.2769571,0.3653143,296.8985714,293.75,84.23857143,42.32,15.26,10.08571429,21.4,5.7,71.1,6
iq,2005,31,0.3286857,0.3132571,0.2262143,0.2740143,298.2214286,293.0357143,75.57142857,0,14.60857143,11.48571429,26.25,10.6,0,5
iq,2005,32,0.2826429,0.2270286,0.2825571,0.239,298.9257143,293.64,74.85571429,38.17,15.15,12.18571429,27.325,11.85,36.6,5
iq,2005,33,0.2669857,0.2939286,0.336,0.2924857,299.6057143,291.7785714,64.65857143,17.85,13.59,14.2,25.99658056,12.49938103,69.6,4
iq,2005,34,0.3288,0.2715571,0.2723,0.3005,298.4285714,294.9457143,83.85428571,69.62,16.44,10.81428571,27.75,13.1,127,0
iq,2005,35,0.4568333,0.3595833,0.35945,0.3801167,298.1842857,293.9185714,79.64714286,12.81,15.42857143,10.94285714,26.8,10.25,37,0
iq,2005,36,0.3354286,0.2007143,0.3228857,0.3091429,300.0585714,294.0057143,71.97142857,36.98,15.51857143,13.71428571,27.9791599,11.48649986,44,0
iq,2005,37,0.2394286,0.2148714,0.2390429,0.2276,298.88,295.6585714,83.73,18.66,17.22285714,9.928571429,28.54620629,10.25111039,1.3,0
iq,2005,38,0.1845667,0.1952571,0.1543857,0.2124833,298.4985714,293.5557143,76.59571429,2.56,15.06,11.78571429,25.76666667,12.23333333,38.1,0
iq,2005,39,0.4054167,0.4287714,0.3706,0.4210857,301.1757143,293.7528571,67.21285714,29.8,15.33142857,14.82857143,28.65,13.5,-10.32749143,2
iq,2005,4,0.3643667,0.2779143,0.2925571,0.2806857,299.6485714,296.9314286,87.31285714,25.67,18.64571429,9.985714286,28.86666667,12.06666667,0,7
iq,2005,40,0.3321571,0.3463667,0.2586143,0.3210429,299.11,293.8971429,74.95285714,54.7,15.43571429,12.35714286,28.8,14.9,80.8,4
iq,2005,41,0.3734286,0.2774833,0.3742286,0.3522714,299.5157143,294.3857143,75.50857143,60,15.91571429,11.68571429,28.5,11.8,233.2,4
iq,2005,42,0.3072571,0.2782143,0.3548286,0.2869571,299.5785714,295.7685714,81.69142857,73.97,17.41714286,12.24285714,29.1,12.7,64,3
iq,2005,43,0.3635571,0.3000429,0.2898286,0.3261429,298.0657143,295.8028571,89.14285714,100.06,17.36428571,8.642857143,28.3,10.95,235.2,3
iq,2005,44,0.1875714,0.2133714,0.1718571,0.1789571,299.4585714,296.8057143,87.23142857,59.15,18.55,10.78571429,28.23333333,10.3,102.1,5
iq,2005,45,0.3938,0.2986286,0.4019857,0.4103714,298.6,296.36,89.31,75.36,17.97428571,9.7,27.29062135,10.41637268,8.9,6
iq,2005,46,0.4424286,0.3481714,0.3430714,0.4731429,298.31,296.8957143,93.17714286,49.87,18.58285714,8.557142857,27.6,10.15,139.5,14
iq,2005,47,0.2825714,0.2206,0.2882143,0.2400857,299.4128571,297.3942857,90.34857143,72.34,19.19428571,8.914285714,28.5,11,5.1,3
iq,2005,48,0.3178143,0.3027,0.3369429,0.4171286,299.42,296.6128571,86.40857143,78.52,18.30428571,9.728571429,28.26666667,11.4,77.9,7
iq,2005,49,0.3585857,0.2194857,0.2579143,0.2992714,299.2171429,296.6571429,87.72142857,60.5,18.36428571,9.1,28.1,12.5,54.1,11
iq,2005,5,0.1582286,0.16725,0.1518143,0.1266,299.0614286,296.9071429,89.42714286,88.96,18.63571429,9.342857143,28.525,10.725,3.8,8
iq,2005,50,0.1984429,0.1941,0.1930143,0.247,298.5742857,297.1871429,92.95714286,46.91,18.94571429,8.2,28.1,11.55,6,2
iq,2005,51,0.180575,0.1413333,0.2552833,0.1383714,298.0214286,297.1914286,95.67428571,151,18.91571429,6.485714286,28.3,9.9,81.1,6
iq,2005,53,0.117359611,0.089927185,0.207170462,0.173713101,297.9674861,295.510479,87.07483065,157.72386,17.08248346,3.999885627,26.69322495,7.4617872,55.00497963,9
iq,2005,6,0.2151857,0.1728143,0.2623,0.2283571,296.7528571,295.9957143,95.97714286,52.61,17.57571429,5.185714286,27.46666667,8.733333333,70.4,11
iq,2005,7,0.1995,0.2024571,0.2189,0.1806857,298.0271429,297.2214286,95.74857143,125.35,18.94714286,6.985714286,27.5,9.5,350.9,6
iq,2005,8,0.2011,0.2081429,0.2812143,0.2109,298.2957143,296.5428571,91.57714286,46.98,18.20142857,7.857142857,28.65,10.9,84.1,7
iq,2005,9,0.2937167,0.2696167,0.2308,0.2771,298.1585714,297.0457143,94.40142857,54.22,18.73142857,8.014285714,28.26666667,9.2,19,7
iq,2006,1,0.1995143,0.2393429,0.2276571,0.2155,298.8328571,292.8785714,73.16142857,38.78,14.52428571,12.31428571,27.02621803,13.05578641,70.1,25
iq,2006,10,0.4246286,0.4113,0.3731857,0.3158571,297.9257143,297.2071429,96.36,94.99,18.90285714,6.414285714,28,9.55,93,8
iq,2006,11,0.1924286,0.1158857,0.1940571,0.1712714,297.9314286,296.5814286,93.34714286,121.69,18.2,7.014285714,27.975,9.2,16,9
iq,2006,12,0.2885667,0.17954,0.2972714,0.2236429,297.4942857,296.2957143,93.78714286,120.62,17.91142857,7.342857143,27.4,8.7,97,12
iq,2006,13,0.24505,0.18885,0.2235333,0.1816667,298.04,297.0671429,95.02428571,121.46,18.73428571,6.957142857,28.3,10,53.9,18
iq,2006,14,0.2416714,0.2054,0.1560143,0.2833143,297.7742857,296.0471429,91.81142857,41.68,17.61,9.571428571,27.93333333,10.26666667,178.1,9
iq,2006,15,0.3011286,0.2650571,0.2553143,0.2626857,297.8257143,296.9657143,95.51,75.33,18.71428571,7.428571429,28.3,10.3,49,9
iq,2006,16,0.3309,0.2654714,0.3195571,0.2849429,298.0614286,296.4571429,92.11142857,69.6,18.08285714,7.442857143,27.4,8.35,11.9,6
iq,2006,17,0.2055714,0.23605,0.1919143,0.1393714,296.85,295.0514286,90.86428571,74.93,16.55857143,7.757142857,27,8.466666667,34,6
iq,2006,18,0.1516,0.0846,0.1763143,0.1137286,297.63,296.3842857,93.63571429,65.07,17.96285714,8.414285714,27.85,9.1,115,8
iq,2006,19,0.2866571,0.1871571,0.2665143,0.2874571,296.1842857,295.4528571,96.09857143,127.24,16.97714286,6.628571429,24.3,5.2,270.9,5
iq,2006,2,0.2284,0.2020714,0.19475,0.23035,298.7285714,296.3714286,88.33571429,138.46,18.16571429,9.885714286,27.78,11,60.1,21
iq,2006,20,0.3392857,0.3482857,0.3158286,0.3745714,296.0542857,290.0885714,72.03428571,1.52,12.11142857,12.37142857,25.2,11.7,2,7
iq,2006,21,0.2065143,0.1171429,0.1692714,0.1700714,297.9928571,293.7771429,80.38571429,91.4,15.46,10.88571429,27.46666667,10.43333333,83,6
iq,2006,22,0.09837143,0.1010667,0.1863143,0.09775,295.9871429,294.5571429,92.50571429,79.48,16.02571429,6.885714286,25.6,8.933333333,150.2,5
iq,2006,23,0.3404429,0.1908571,0.3513429,0.2586143,297.0442857,295.6957143,93.47571429,130.66,17.19571429,8.9,26.2,8.6,105.2,3
iq,2006,24,0.1732714,0.185,0.1369286,0.1680429,297.4271429,294.75,87.21428571,84.99,16.25857143,10.07142857,28.1,12.7,79.5,1
iq,2006,25,0.22138,0.22336,0.3714167,0.22146,296.7242857,294.2757143,88.47142857,71.69,15.80142857,10.78571429,26.6,10.35,74.9,0
iq,2006,26,0.3118571,0.2039333,0.3360286,0.3046286,296.8514286,293.5171429,83.46714286,17.21,15.02,10.74285714,27.2,10.3,21.9,1
iq,2006,27,0.3201714,0.2081,0.2921143,0.2326857,296.4485714,294.5928571,90.43285714,20.72,16.00571429,7.971428571,26.7,9.4,110.6,2
iq,2006,28,0.3499857,0.2920429,0.2884571,0.2949167,297.6214286,292.8328571,77.27142857,1.17,14.41714286,11.42857143,26.25,10.4,0.5,3
iq,2006,29,0.3602857,0.341,0.3629571,0.3211286,297.3971429,294.2585714,85.14,54.72,15.78857143,11,27.4,12.125,47,2
iq,2006,3,0.1743,0.1336429,0.1117571,0.1944286,298.46,296.3214286,89.95571429,88.85,17.94142857,9.142857143,26.90837214,10.1301461,54.8,10
iq,2006,30,0.3186857,0.3523429,0.3766429,0.2859,297.5042857,293.26,79.74285714,28.66,14.88,11.71428571,26.6,11.04,11.4,2
iq,2006,31,0.2016857,0.1625571,0.2003286,0.2015571,297.51,295.2,88.70714286,44.96,16.70714286,11.22857143,27.225,11.625,4,2
iq,2006,32,0.4397857,0.3675857,0.3333143,0.3809857,297.5,293.08,79.24285714,11.79,14.63142857,12.22857143,27.6,12.2,26.6,2
iq,2006,33,0.2908,0.238675,0.2856571,0.3337,298.6485714,295.5457143,84.62,47.74,17.06571429,10.27142857,27.66666667,10.43333333,75.5,2
iq,2006,34,0.2736429,0.2089429,0.2408857,0.2427571,298.7357143,295.1442857,83.04714286,68.6,16.69142857,11.27142857,27.3,10.3,71.1,4
iq,2006,35,0.3097833,0.3501286,0.2846833,0.3948167,298.28,295.2728571,85.37285714,68,16.77714286,11.17142857,26.5,10.03333333,176,0
iq,2006,36,0.2277857,0.2833143,0.2443714,0.2834143,299.2657143,293.9028571,75.53,90.33,15.45714286,13.72857143,27.42,12,15.3,6
iq,2006,37,0.28004,0.2367167,0.2361833,0.25855,297.8028571,293.0371429,77.25428571,111.87,14.64285714,11.32857143,28.35,11.85,0.5,3
iq,2006,38,0.3807286,0.3783667,0.3023,0.3075714,299.34,294.35,77.51428571,82.2,15.91,13.74285714,27.93333333,10.93333333,93.9,2
iq,2006,39,0.4655,0.2415429,0.4734,0.4934429,299.3814286,295.7385714,82.84571429,134.64,17.25428571,11.28571429,28.56666667,12.4,63,6
iq,2006,4,0.1517667,0.1377,0.1478,0.1607833,297.1885714,295.7771429,93.11428571,49.32,17.36428571,6.214285714,27.3,8.95,250.9,28
iq,2006,40,0.35495,0.2479333,0.3508143,0.3139167,299.4657143,295.16,80.49,60.48,16.73857143,12.78571429,28.7,14.5,68.9,2
iq,2006,41,0.1556167,0.19152,0.2151857,0.1546143,299.3457143,296.7514286,86.85285714,41.69,18.44714286,12.05714286,28.06,10.1,162.6,7
iq,2006,42,0.3215,0.2769,0.2100857,0.3337571,299.6485714,297.7642857,90.37857143,103.77,19.59571429,8.571428571,28.6,10.1,8.1,4
iq,2006,43,0.4882286,0.3681429,0.4377429,0.3788286,298.7942857,296.6614286,89.7,55.94,18.31142857,9.342857143,27.56,10.42,143.3,6
iq,2006,44,0.3603286,0.2740143,0.3477143,0.3247857,300.4671429,296.8828571,82.93428571,67.5,18.63,11.61428571,28.83333333,11.26666667,14,6
iq,2006,45,0.2951286,0.2463857,0.3020714,0.277,299.4328571,297.8528571,92.08857143,80.25,19.73142857,8.2,28.25,9.55,108.7,2
iq,2006,46,0.3191429,0.1862857,0.2737,0.2470286,297.2957143,296.2014286,94.44,86.65,17.79142857,7.357142857,27.6,10.16666667,85.6,13
iq,2006,47,0.3405571,0.2662571,0.3427286,0.3283857,298.0985714,296.9614286,94.30285714,43.59,18.63857143,7.371428571,27,9,205.3,10
iq,2006,48,0.1504714,0.1515714,0.1926,0.1557286,299.1971429,296.9885714,89.55,75.33,18.74428571,10.75714286,27.9,9.033333333,115.1,5
iq,2006,49,0.4470833,0.3015143,0.3405714,0.4276,298.2028571,297.6085714,96.79571429,99.89,19.42571429,6.914285714,28.4,8.8,10.9,2
iq,2006,5,0.3791143,0.3053286,0.3459714,0.3715714,297.1657143,296.6471429,97.32,34.17,18.26428571,5.528571429,27.32643631,8.439053911,118.9,39
iq,2006,50,0.3785,0.3020333,0.3492286,0.4147857,298.1585714,297.3514286,95.87571429,157.75,19.11142857,6.4,27.8803262,9.446746303,86.76741178,0
iq,2006,51,0.32782,0.26192,0.3814667,0.35295,297.68,296.7257143,95.07857143,111.48,18.35857143,6.542857143,26.80482049,7.845741281,142.677579,1
iq,2006,52,0.3546,0.21995,0.3225167,0.2563333,298.1814286,296.9357143,93.82142857,114.58,18.58428571,7.385714286,27.45,9.7,273.5,8
iq,2006,6,0.2568143,0.13605,0.1978286,0.2583143,297.64,296.8085714,95.82714286,71.87,18.44285714,5.785714286,28,8.8,101.1,20
iq,2006,7,0.3827,0.2506,0.2436571,0.2856,297.0642857,295.3642857,91.09857143,44.35,16.92714286,7.285714286,28.6,8.9,0,24
iq,2006,8,0.2621143,0.1248,0.2153571,0.1447857,298.9385714,295.9614286,86.03142857,23.44,17.60571429,10.78571429,28.24,10.64,0.3,28
iq,2006,9,0.1786667,0.1959333,0.1412667,0.1282833,298.2528571,296.7642857,92.60571429,79.13,18.40142857,8.028571429,27.43333333,9.566666667,26.9,26
iq,2007,1,0.2201167,0.1589571,0.1905714,0.1324,297.2885714,296.5171429,95.92714286,79.94,18.14428571,7.414285714,26.6,7.95,133.4,0
iq,2007,10,0.216,0.2136,0.1889143,0.2275286,297.45,296.3171429,94.34857143,117.07,17.91142857,7.371428571,27.3,9.9,205.3,2
iq,2007,11,0.3033167,0.2850333,0.2571429,0.2926143,296.9514286,296.3014286,96.52285714,55.47,17.88142857,6.114285714,28,10.1,138,6
iq,2007,12,0.21324,0.2231286,0.2643714,0.2218286,297.6842857,295.89,90.85857143,150.33,17.47,8.171428571,27,10.65,252.7,7
iq,2007,13,0.2386714,0.2447429,0.2162286,0.2591857,297.8357143,296.56,93.58571429,93.14,18.21428571,8.242857143,28.25,9.6,66.1,6
iq,2007,14,0.2381,0.1912,0.2749571,0.2738,297.7171429,296.9214286,95.82,97.04,18.59428571,6.614285714,27.26666667,8.833333333,94.3,5
iq,2007,15,0.1525167,0.1494857,0.2294143,0.1575571,297.5557143,296.6885714,95.52714286,98.94,18.32857143,6.728571429,27.85,8.85,60.4,9
iq,2007,16,0.1430857,0.2071571,0.1684571,0.2743143,297.0314286,296.0142857,94.72142857,93.62,17.55142857,7.528571429,27.4,9.5,97.1,5
iq,2007,17,0.2713714,0.1836571,0.203,0.3006,297.3428571,296.5028571,95.52571429,157.86,18.10428571,7.3,27.03333333,7.766666667,261.7,8
iq,2007,18,0.1947143,0.1541,0.2957143,0.1730857,297.2257143,295.9428571,93.47,103.39,17.51714286,7.371428571,27.85,9.75,118.2,3
iq,2007,19,0.1582571,0.1622857,0.1830714,0.2322714,296.9057143,295.9942857,95.03714286,89.15,17.61142857,9.357142857,28.1,9.2,38.1,4
iq,2007,2,0.1732857,0.2069333,0.1343,0.2379571,297.1042857,296.3885714,96.23857143,37.06,17.96285714,6.728571429,26.825,7.725,61.5,14
iq,2007,20,0.1701857,0.1714,0.162,0.2290714,295.5957143,294.0128571,91.83285714,45.23,15.64857143,8.314285714,28.1,8.7,191.4,11
iq,2007,21,0.3646143,0.2568286,0.3299,0.3496857,297.2328571,296.1685714,94.85285714,64.11,17.71857143,8.957142857,28.25,10.55,86.6,5
